Transaction_ID,Date,Product_ID,Product_Name,Category,Quantity,Price,Revenue,Cost,Net_Profit,Region,Channel,Customer_Segment,CAC
TX-100442,2026-06-29 10:13:56,P010,Ember Ceramic Coffee Mug Set,Home & Living,1,31,31,10,21,Latin America,In-Store,Returning,0
TX-100443,2026-06-30 03:45:08,P007,Core Denim Slim Fit,Fashion,1,65,65,22,43,Europe,Affiliate,New,7
TX-100444,2026-06-30 21:16:20,P012,Breeze Mist Ultrasonic Diffuser,Home & Living,1,42,42,18,24,Asia-Pacific,In-Store,Returning,0
TX-100445,2026-07-01 14:47:32,P009,Nova Glow LED Desk Lamp,Home & Living,3,45,135,42,93,North America,In-Store,Returning,0
TX-100447,2026-07-03 01:49:56,P008,Voyager Anti-Theft Backpack,Fashion,1,75,75,25,50,Asia-Pacific,Affiliate,New,9
TX-100449,2026-07-04 12:52:20,P006,Stratus Comfort Sneakers,Fashion,1,85,85,30,55,Europe,Online,Returning,0
TX-100450,2026-07-05 06:23:32,P012,Breeze Mist Ultrasonic Diffuser,Home & Living,2,50,100,36,64,Europe,Affiliate,New,12
TX-100451,2026-07-05 23:54:44,P002,SoundSync ANC Headphones,Electronics,1,199,199,85,114,North America,Online,New,15
TX-100452,2026-07-06 17:25:56,P020,HerbalPure Charcoal Mask Set,Beauty & Care,5,28,140,30,110,Europe,Online,Returning,0
TX-100453,2026-07-07 10:57:08,P011,Helix Memory Foam Pillow,Home & Living,3,80,240,96,144,North America,Online,New,19
TX-100454,2026-07-08 04:28:20,P017,DermaBright Serum Duo,Beauty & Care,2,55,110,28,82,Asia-Pacific,Online,Returning,0
TX-100455,2026-07-08 21:59:32,P011,Helix Memory Foam Pillow,Home & Living,2,80,160,64,96,Europe,Online,Returning,0
TX-100456,2026-07-09 15:30:44,P018,HydroBloom Nourishing Cream,Beauty & Care,2,38,76,20,56,Asia-Pacific,Online,New,24
TX-100457,2026-07-10 09:01:56,P001,AuraBook Pro 15,Electronics,1,1299,1299,780,519,North America,Affiliate,New,155
TX-100459,2026-07-11 20:04:20,P019,SilkDuo Ionic Hair Dryer,Beauty & Care,1,110,110,48,62,North America,In-Store,New,8
TX-100460,2026-07-12 13:35:32,P011,Helix Memory Foam Pillow,Home & Living,1,80,80,32,48,Europe,Affiliate,New,9
TX-100461,2026-07-13 07:06:44,P008,Voyager Anti-Theft Backpack,Fashion,1,67,67,25,42,North America,In-Store,Returning,0
TX-100462,2026-07-14 00:37:56,P006,Stratus Comfort Sneakers,Fashion,2,76,152,60,92,Europe,In-Store,Returning,0
TX-100463,2026-07-14 18:09:08,P019,SilkDuo Ionic Hair Dryer,Beauty & Care,1,110,110,48,62,Europe,Online,Returning,0
TX-100464,2026-07-15 11:40:20,P001,AuraBook Pro 15,Electronics,1,1299,1299,780,519,North America,In-Store,New,7
TX-100465,2026-07-16 05:11:32,P018,HydroBloom Nourishing Cream,Beauty & Care,5,32,160,50,110,North America,In-Store,Returning,0
TX-100466,2026-07-16 22:42:44,P014,FlexiCore Anti-Slip Yoga Mat,Fitness & Sports,2,40,80,24,56,Europe,Online,New,21
TX-100467,2026-07-17 16:13:56,P018,HydroBloom Nourishing Cream,Beauty & Care,2,38,76,20,56,Asia-Pacific,Affiliate,Returning,0
TX-100468,2026-07-18 09:45:08,P019,SilkDuo Ionic Hair Dryer,Beauty & Care,1,104,104,48,56,Latin America,Online,New,24
TX-100469,2026-07-19 03:16:20,P020,HerbalPure Charcoal Mask Set,Beauty & Care,1,28,28,6,22,Latin America,Online,New,35
TX-100470,2026-07-19 20:47:32,P003,Quantum Charge Wireless Pad,Electronics,2,49,98,30,68,Latin America,Online,Returning,0
TX-100471,2026-07-20 14:18:44,P003,Quantum Charge Wireless Pad,Electronics,2,49,98,30,68,Latin America,Online,Returning,0
TX-100472,2026-07-21 07:49:56,P015,HydroDash Insulated Flask,Fitness & Sports,2,30,60,16,44,Latin America,In-Store,New,7
TX-100473,2026-07-22 01:21:08,P004,AeroGlide Smart Watch,Electronics,1,299,299,130,169,North America,Affiliate,Returning,0
TX-100474,2026-07-22 18:52:20,P018,HydroBloom Nourishing Cream,Beauty & Care,3,38,114,30,84,North America,In-Store,Returning,0
TX-100476,2026-07-24 05:54:44,P008,Voyager Anti-Theft Backpack,Fashion,1,75,75,25,50,Europe,In-Store,New,13
TX-100477,2026-07-24 23:25:56,P020,HerbalPure Charcoal Mask Set,Beauty & Care,1,28,28,6,22,Europe,Online,Returning,0
TX-100478,2026-07-25 16:57:08,P007,Core Denim Slim Fit,Fashion,2,65,130,44,86,Europe,Online,New,35
TX-100479,2026-07-26 10:28:20,P020,HerbalPure Charcoal Mask Set,Beauty & Care,1,28,28,6,22,Asia-Pacific,In-Store,New,11
TX-100480,2026-07-27 03:59:32,P009,Nova Glow LED Desk Lamp,Home & Living,1,45,45,14,31,Latin America,Online,Returning,0
TX-100481,2026-07-27 21:30:44,P019,SilkDuo Ionic Hair Dryer,Beauty & Care,1,110,110,48,62,North America,Online,New,26
TX-100483,2026-07-29 08:33:08,P016,SonicPulse Smart Jump Rope,Fitness & Sports,2,45,90,30,60,Latin America,Online,New,34
TX-100484,2026-07-30 02:04:20,P013,IronPulse Adjustable Dumbbell,Fitness & Sports,2,249,498,240,258,North America,In-Store,Returning,0
TX-100485,2026-07-30 19:35:32,P009,Nova Glow LED Desk Lamp,Home & Living,2,45,90,28,62,Asia-Pacific,Online,Returning,0
TX-100486,2026-07-31 13:06:44,P004,AeroGlide Smart Watch,Electronics,1,299,299,130,169,Europe,Online,Returning,0
TX-100487,2026-08-01 06:37:56,P014,FlexiCore Anti-Slip Yoga Mat,Fitness & Sports,1,40,40,12,28,North America,Online,Returning,0
TX-100488,2026-08-02 00:09:08,P016,SonicPulse Smart Jump Rope,Fitness & Sports,1,45,45,15,30,Asia-Pacific,Online,New,31
TX-100489,2026-08-02 17:40:20,P017,DermaBright Serum Duo,Beauty & Care,1,55,55,14,41,North America,Online,New,22
TX-100490,2026-08-03 11:11:32,P002,SoundSync ANC Headphones,Electronics,2,199,398,170,228,North America,Affiliate,New,47
TX-100491,2026-08-04 04:42:44,P004,AeroGlide Smart Watch,Electronics,1,299,299,130,169,North America,Online,Returning,0
TX-100493,2026-08-05 15:45:08,P012,Breeze Mist Ultrasonic Diffuser,Home & Living,1,50,50,18,32,Asia-Pacific,Online,Returning,0
TX-100494,2026-08-06 09:16:20,P006,Stratus Comfort Sneakers,Fashion,1,85,85,30,55,Europe,Online,New,31
TX-100495,2026-08-07 02:47:32,P001,AuraBook Pro 15,Electronics,1,1299,1299,780,519,Latin America,Online,New,34
TX-100496,2026-08-07 20:18:44,P010,Ember Ceramic Coffee Mug Set,Home & Living,2,35,70,20,50,Asia-Pacific,In-Store,Returning,0
TX-100497,2026-08-08 13:49:56,P010,Ember Ceramic Coffee Mug Set,Home & Living,1,35,35,10,25,Latin America,Affiliate,New,4
TX-100498,2026-08-09 07:21:08,P012,Breeze Mist Ultrasonic Diffuser,Home & Living,2,45,90,36,54,Asia-Pacific,In-Store,New,15
TX-100499,2026-08-10 00:52:20,P009,Nova Glow LED Desk Lamp,Home & Living,1,42,42,14,28,Asia-Pacific,Affiliate,Returning,0
